39,48,52,50
48,52,50,47
52,50,47,43
50,47,43,42
47,43,42,39
43,42,39,37
42,39,37,35
39,37,35,33
37,35,33,33
35,33,33,31
33,33,31,32
33,31,32,39
31,32,39,37
32,39,37,35
39,37,35,44
37,35,44,47
35,44,47,50
44,47,50,59
47,50,59,65
50,59,65,59
59,65,59,43
65,59,43,39
59,43,39,40
43,39,40,37
39,40,37,39
40,37,39,39
37,39,39,33
39,39,33,30
39,33,30,27
33,30,27,31
30,27,31,36
27,31,36,36
31,36,36,46
36,36,46,46
36,46,46,43
46,46,43,46
46,43,46,48
43,46,48,42
46,48,42,41
48,42,41,45
42,41,45,49
41,45,49,55
45,49,55,57
49,55,57,53
55,57,53,52
57,53,52,58
53,52,58,66
52,58,66,67
58,66,67,62
66,67,62,61
67,62,61,58
62,61,58,58
61,58,58,56
58,58,56,52
58,56,52,57
56,52,57,62
52,57,62,58
57,62,58,50
62,58,50,48
58,50,48,51
50,48,51,54
48,51,54,53
51,54,53,50
54,53,50,54
53,50,54,59
50,54,59,56
54,59,56,47
42,43,45,53
43,45,53,68
45,53,68,73
53,68,73,67
68,73,67,61
73,67,61,61
67,61,61,62
61,61,62,59
61,62,59,56
62,59,56,51
59,56,51,52
56,51,52,59
51,52,59,62
52,59,62,60
59,62,60,54
62,60,54,55
60,54,55,52
54,55,52,46
55,52,46,47
52,46,47,48
46,47,48,45
47,48,45,46
48,45,46,50
45,46,50,57
46,50,57,57
50,57,57,52
57,57,52,56
57,52,56,60
52,56,60,65
56,60,65,65
60,65,65,61
65,65,61,57
65,61,57,53
61,57,53,46
57,53,46,43
53,46,43,50
46,43,50,46
43,50,46,42
50,46,42,46
46,42,46,48
42,46,48,51
46,48,51,52
48,51,52,55
51,52,55,54
52,55,54,53
55,54,53,52
34,36,36,40
36,36,40,45
36,40,45,36
40,45,36,24
45,36,24,21
36,24,21,22
24,21,22,21
21,22,21,16
22,21,16,18
21,16,18,20
16,18,20,11
18,20,11,8
20,11,8,10
11,8,10,10
8,10,10,11
10,10,11,11
10,11,11,20
11,11,20,33
11,20,33,44
20,33,44,44
33,44,44,33
44,44,33,27
44,33,27,28
33,27,28,34
27,28,34,33
28,34,33,39
34,33,39,48
33,39,48,38
39,48,38,31
48,38,31,31
38,31,31,28
31,31,28,27
31,28,27,29
28,27,29,36
27,29,36,44
29,36,44,49
36,44,49,56
44,49,56,61
49,56,61,54
56,61,54,46
61,54,46,41
54,46,41,37
46,41,37,33
41,37,33,28
37,33,28,21
33,28,21,20
28,21,20,25
21,20,25,31
20,25,31,44
25,31,44,56
31,44,56,54
44,56,54,48
56,54,48,43
54,48,43,37
48,43,37,27
43,37,27,22
37,27,22,21
27,22,21,26
22,21,26,26
21,26,26,20
26,26,20,21
26,20,21,26
20,21,26,31
21,26,31,27
26,31,27,14
31,27,14,14
27,14,14,18
14,14,18,17
14,18,17,15
18,17,15,18
17,15,18,17
15,18,17,12
18,17,12,9
17,12,9,11
12,9,11,14
9,11,14,12
11,14,12,10
14,12,10,13
12,10,13,14
10,13,14,10
13,14,10,8
14,10,8,8
10,8,8,10
8,8,10,13
8,10,13,13
10,13,13,11
13,13,11,11
13,11,11,13
11,11,13,19
11,13,19,23
13,19,23,23
19,23,23,23
23,23,23,23
23,23,23,22
23,23,22,25
23,22,25,28
22,25,28,28
25,28,28,32
28,28,32,28
28,32,28,20
32,28,20,25
28,20,25,25
20,25,25,14
25,25,14,11
25,14,11,11
14,11,11,11
11,11,11,11
11,11,11,11
11,11,11,10
11,11,10,9
11,10,9,12
10,9,12,16
9,12,16,15
12,16,15,11
16,15,11,14
15,11,14,20
11,14,20,27
14,20,27,32
20,27,32,33
27,32,33,35
32,33,35,36
33,35,36,47
35,36,47,53
36,47,53,49
47,53,49,42
53,49,42,36
49,42,36,33
42,36,33,26
36,33,26,24
33,26,24,26
26,24,26,25
24,26,25,23
26,25,23,20
25,23,20,24
23,20,24,30
20,24,30,42
24,30,42,40
30,42,40,34
42,40,34,39
40,34,39,47
34,39,47,50
39,47,50,40
47,50,40,36
50,40,36,43
40,36,43,49
36,43,49,54
43,49,54,53
49,54,53,46
54,53,46,36
53,46,36,28
46,36,28,28
36,28,28,26
28,28,26,32
28,26,32,35
26,32,35,31
32,35,31,31
35,31,31,35
31,31,35,45
31,35,45,58
35,45,58,61
45,58,61,76
54,42,35,39
42,35,39,42
35,39,42,42
39,42,42,34
42,42,34,34
42,34,34,35
34,34,35,30
34,35,30,24
35,30,24,28
30,24,28,27
24,28,27,21
28,27,21,22
27,21,22,23
21,22,23,24
22,23,24,31
23,24,31,24
24,31,24,14
31,24,14,16
24,14,16,15
14,16,15,20
16,15,20,23
15,20,23,25
20,23,25,25
23,25,25,33
25,25,33,50
25,33,50,69
33,50,69,79
50,69,79,91
69,79,91,103
79,91,103,100
91,103,100,94
103,100,94,91
100,94,91,84
94,91,84,82
91,84,82,80
84,82,80,66
82,80,66,51
80,66,51,43
66,51,43,36
51,43,36,41
43,36,41,49
36,41,49,46
41,49,46,45
49,46,45,47
46,45,47,47
45,47,47,48
47,47,48,51
47,48,51,45
48,51,45,35
51,45,35,35
45,35,35,38
35,35,38,39
35,38,39,51
38,39,51,56
39,51,56,47
51,56,47,40
56,47,40,37
47,40,37,36
40,37,36,36
37,36,36,36
36,36,36,32
36,36,32,27
36,32,27,30
32,27,30,34
27,30,34,36
30,34,36,38
34,36,38,40
36,38,40,44
38,40,44,51
40,44,51,56
44,51,56,55
51,56,55,49
56,55,49,48
55,49,48,52
49,48,52,58
48,52,58,75
52,58,75,85
58,75,85,86
75,85,86,86
85,86,86,81
86,86,81,74
86,81,74,65
81,74,65,67
74,65,67,74
65,67,74,66
67,74,66,54
74,66,54,51
66,54,51,53
54,51,53,48
51,53,48,41
53,48,41,48
48,41,48,55
41,48,55,57
48,55,57,55
54,54,57,58
54,57,58,57
57,58,57,57
58,57,57,52
57,57,52,46
57,52,46,42
52,46,42,36
46,42,36,30
42,36,30,25
36,30,25,21
30,25,21,18
25,21,18,16
21,18,16,16
18,16,16,14
16,16,14,11
16,14,11,13
14,11,13,17
11,13,17,13
13,17,13,16
17,13,16,19
11,17,28,27
17,28,27,19
28,27,19,16
27,19,16,11
19,16,11,7
16,11,7,6
11,7,6,7
7,6,7,7
6,7,7,8
7,7,8,8
7,8,8,8
8,8,8,10
8,8,10,8
8,10,8,5
10,8,5,9
8,5,9,11
5,9,11,7
9,11,7,9
11,7,9,11
7,9,11,16
9,11,16,21
11,16,21,16
16,21,16,13
21,16,13,19
16,13,19,21
13,19,21,24
19,21,24,31
21,24,31,30
24,31,30,26
31,30,26,29
30,26,29,32
26,29,32,29
29,32,29,24
32,29,24,24
29,24,24,25
24,24,25,24
24,25,24,23
25,24,23,24
24,23,24,27
23,24,27,28
24,27,28,29
27,28,29,32
28,29,32,34
29,32,34,38
32,34,38,45
34,38,45,43
38,45,43,41
45,43,41,43
43,41,43,46
41,43,46,51
43,46,51,49
46,51,49,44
51,49,44,45
49,44,45,44
44,45,44,38
45,44,38,35
44,38,35,38
38,35,38,38
35,38,38,31
38,38,31,29
38,31,29,26
31,29,26,23
29,26,23,25
26,23,25,30
23,25,30,37
25,30,37,35
30,37,35,32
37,35,32,32
35,32,32,37
32,32,37,34
32,37,34,32
37,34,32,31
34,32,31,28
32,31,28,27
31,28,27,25
28,27,25,28
27,25,28,30
25,28,30,41
28,30,41,54
30,41,54,50
41,54,50,35
54,50,35,27
50,35,27,34
35,27,34,29
27,34,29,23
34,29,23,24
29,23,24,26
23,24,26,32
24,26,32,33
26,32,33,33
32,33,33,37
33,33,37,39
33,37,39,33
37,39,33,27
39,33,27,20
33,27,20,15
27,20,15,14
20,15,14,16
15,14,16,18
14,16,18,19
16,18,19,23
18,19,23,24
19,23,24,32
23,24,32,42
24,32,42,34
32,42,34,27
42,34,27,26
34,27,26,24
27,26,24,17
26,24,17,14
24,17,14,16
17,14,16,16
14,16,16,23
16,16,23,27
16,23,27,26
23,27,26,27
27,26,27,22
26,27,22,20
27,22,20,23
22,20,23,27
20,23,27,32
23,27,32,33
27,32,33,27
32,33,27,23
33,27,23,26
27,23,26,30
23,26,30,35
26,30,35,39
30,35,39,29
35,39,29,19
39,29,19,15
29,19,15,15
19,15,15,15
15,15,15,14
15,15,14,19
15,14,19,17
14,19,17,20
19,17,20,25
17,20,25,66
20,25,66,107
25,66,107,81
66,107,81,46
107,81,46,31
81,46,31,24
46,31,24,21
31,24,21,18
24,21,18,14
21,18,14,14
18,14,14,15
14,14,15,17
14,15,17,23
15,17,23,27
17,23,27,25
23,27,25,19
27,25,19,16
25,19,16,12
19,16,12,12
16,12,12,16
12,12,16,16
12,16,16,14
16,16,14,12
16,14,12,10
14,12,10,8
12,10,8,9
10,8,9,11
8,9,11,14
9,11,14,11
11,14,11,12
14,11,12,10
11,12,10,7
12,10,7,10
10,7,10,12
7,10,12,12
10,12,12,8
12,12,8,8
12,8,8,11
8,8,11,12
8,11,12,14
11,12,14,11
12,14,11,11
14,11,11,12
11,11,12,11
11,12,11,12
12,11,12,18
11,12,18,20
12,18,20,19
18,20,19,22
20,19,22,29
19,22,29,32
22,29,32,28
29,32,28,29
32,28,29,29
28,29,29,27
29,29,27,28
29,27,28,29
27,28,29,28
28,29,28,27
29,28,27,30
28,27,30,30
27,30,30,25
30,30,25,20
30,25,20,17
25,20,17,15
20,17,15,14
17,15,14,15
15,14,15,10
14,15,10,8
15,10,8,12
10,8,12,17
8,12,17,20
12,17,20,21
17,20,21,21
20,21,21,21
21,21,21,27
21,21,27,32
21,27,32,36
27,32,36,39
32,36,39,42
36,39,42,41
39,42,41,40
42,41,40,39
41,40,39,39
40,39,39,35
39,39,35,29
39,35,29,25
35,29,25,25
29,25,25,27
25,25,27,25
25,27,25,20
27,25,20,18
25,20,18,16
20,18,16,18
18,16,18,24
29,30,37,41
30,37,41,33
37,41,33,29
41,33,29,29
33,29,29,31
29,29,31,32
29,31,32,30
31,32,30,30
32,30,30,27
30,30,27,27
30,27,27,31
27,27,31,34
27,31,34,32
31,34,32,28
34,32,28,27
32,28,27,26
28,27,26,24
27,26,24,23
26,24,23,24
24,23,24,27
23,24,27,33
24,27,33,44
27,33,44,47
33,44,47,37
44,47,37,33
47,37,33,36
37,33,36,33
33,36,33,27
36,33,27,25
33,27,25,25
27,25,25,22
25,25,22,22
25,22,22,32
22,22,32,34
22,32,34,29
32,34,29,31
34,29,31,35
29,31,35,33
31,35,33,26
35,33,26,22
33,26,22,19
26,22,19,19
22,19,19,24
19,19,24,26
19,24,26,22
24,26,22,21
26,22,21,27
22,21,27,36
21,27,36,37
27,36,37,30
36,37,30,30
37,30,30,38
30,30,38,40
30,38,40,43
38,40,43,53
40,43,53,57
43,53,57,49
53,57,49,49
57,49,49,56
49,49,56,58
49,56,58,52
56,58,52,48
58,52,48,48
52,48,48,48
48,48,48,45
48,48,45,48
48,45,48,50
45,48,50,48
48,50,48,62
50,48,62,74
48,62,74,81
62,74,81,85
74,81,85,88
81,85,88,90
85,88,90,84
88,90,84,83
90,84,83,84
84,83,84,84
83,84,84,78
84,84,78,77
84,78,77,73
78,77,73,67
77,73,67,65
73,67,65,61
67,65,61,59
65,61,59,57
61,59,57,56
59,57,56,58
57,56,58,60
56,58,60,62
58,60,62,63
60,62,63,78
62,63,78,92
63,78,92,93
78,92,93,84
92,93,84,82
93,84,82,76
84,82,76,55
82,76,55,45
76,55,45,46
55,45,46,51
45,46,51,45
46,51,45,35
51,45,35,35
45,35,35,34
35,35,34,31
35,34,31,27
34,31,27,29
31,27,29,30
27,29,30,29
29,30,29,29
30,29,29,31
29,29,31,30
29,31,30,27
31,30,27,33
30,27,33,37
27,33,37,52
49,49,46,50
49,46,50,43
46,50,43,36
50,43,36,38
43,36,38,41
36,38,41,46
38,41,46,39
41,46,39,32
46,39,32,34
39,32,34,39
32,34,39,32
34,39,32,12
39,32,12,5
32,12,5,8
12,5,8,8
5,8,8,10
8,8,10,10
8,10,10,15
10,10,15,22
10,15,22,24
15,22,24,23
22,24,23,23
24,23,23,28
23,23,28,30
23,28,30,28
28,30,28,32
30,28,32,39
28,32,39,48
32,39,48,58
39,48,58,66
48,58,66,71
58,66,71,72
66,71,72,67
71,72,67,64
72,67,64,65
67,64,65,61
64,65,61,57
65,61,57,58
61,57,58,59
57,58,59,59
58,59,59,64
59,59,64,65
59,64,65,68
64,65,68,82
65,68,82,85
68,82,85,80
82,85,80,77
85,80,77,72
80,77,72,67
77,72,67,72
72,67,72,84
67,72,84,90
72,84,90,92
84,90,92,91
90,92,91,92
92,91,92,80
91,92,80,72
92,80,72,72
80,72,72,64
72,72,64,57
72,64,57,50
64,57,50,47
57,50,47,46
50,47,46,43
47,46,43,46
46,43,46,47
43,46,47,48
46,47,48,53
47,48,53,56
48,53,56,60
53,56,60,57
56,60,57,53
60,57,53,50
57,53,50,55
53,50,55,73
50,55,73,75
55,73,75,66
73,75,66,62
75,66,62,53
66,62,53,48
62,53,48,49
53,48,49,48
48,49,48,47
49,48,47,49
48,47,49,48
47,49,48,44
49,48,44,42
48,44,42,40
44,42,40,38
42,40,38,38
40,38,38,40
38,38,40,42
38,40,42,39
40,42,39,47
42,39,47,43
39,47,43,27
47,43,27,26
43,27,26,27
27,26,27,32
26,27,32,31
27,32,31,29
32,31,29,23
31,29,23,15
29,23,15,18
23,15,18,21
15,18,21,21
18,21,21,20
21,21,20,19
21,20,19,15
20,19,15,15
19,15,15,14
15,15,14,11
15,14,11,13
14,11,13,18
11,13,18,18
13,18,18,18
18,18,18,30
18,18,30,37
18,30,37,33
30,37,33,29
37,33,29,35
33,29,35,40
29,35,40,42
35,40,42,45
40,42,45,43
42,45,43,39
45,43,39,39
43,39,39,40
39,39,40,38
39,40,38,36
40,38,36,37
38,36,37,39
36,37,39,36
37,39,36,35
39,36,35,39
36,35,39,37
35,39,37,36
39,37,36,45
37,36,45,50
36,45,50,50
45,50,50,53
50,50,53,50
50,53,50,46
53,50,46,44
50,46,44,46
46,44,46,56
44,46,56,61
46,56,61,53
56,61,53,50
61,53,50,49
53,50,49,56
50,49,56,50
49,56,50,36
56,50,36,41
50,36,41,37
36,41,37,33
41,37,33,30
37,33,30,28
33,30,28,28
30,28,28,26
28,28,26,30
28,26,30,38
26,30,38,48
30,38,48,56
38,48,56,47
48,56,47,34
56,47,34,45
47,34,45,46
34,45,46,37
45,46,37,37
46,37,37,35
37,37,35,27
37,35,27,19
35,27,19,19
27,19,19,19
19,19,19,27
19,19,27,39
19,27,39,35
27,39,35,27
39,35,27,27
35,27,27,29
27,27,29,27
27,29,27,30
29,27,30,29
27,30,29,21
30,29,21,28
29,21,28,47
21,28,47,49
28,47,49,48
37,36,35,34
36,35,34,29
35,34,29,29
34,29,29,37
29,29,37,35
29,37,35,30
37,35,30,32
35,30,32,39
30,32,39,37
32,39,37,32
39,37,32,37
37,32,37,34
32,37,34,28
37,34,28,30
34,28,30,35
28,30,35,38
30,35,38,35
35,38,35,43
38,35,43,60
35,43,60,67
43,60,67,54
60,67,54,38
67,54,38,39
54,38,39,47
38,39,47,51
39,47,51,45
47,51,45,40
51,45,40,50
45,40,50,71
40,50,71,64
50,71,64,44
71,64,44,48
64,44,48,55
44,48,55,46
48,55,46,42
55,46,42,41
46,42,41,33
42,41,33,34
41,33,34,33
33,34,33,28
34,33,28,45
33,28,45,53
28,45,53,62
45,53,62,83
53,62,83,89
62,83,89,85
83,89,85,80
89,85,80,78
85,80,78,77
80,78,77,79
78,77,79,79
77,79,79,75
79,79,75,74
79,75,74,70
75,74,70,64
74,70,64,57
70,64,57,51
64,57,51,52
57,51,52,58
51,52,58,57
52,58,57,50
58,57,50,50
57,50,50,53
50,50,53,52
50,53,52,47
53,52,47,49
52,47,49,59
47,49,59,59
49,59,59,55
59,59,55,61
59,55,61,59
55,61,59,50
61,59,50,43
59,50,43,42
50,43,42,42
43,42,42,45
42,42,45,47
42,45,47,44
45,47,44,48
47,44,48,53
44,48,53,49
48,53,49,46
53,49,46,46
49,46,46,49
46,46,49,43
46,49,43,39
49,43,39,43
43,39,43,54
39,43,54,57
43,54,57,70
54,57,70,75
57,70,75,57
70,75,57,54
75,57,54,60
57,54,60,56
54,60,56,45
60,56,45,42
56,45,42,41
45,42,41,48
42,41,48,59
41,48,59,59
48,59,59,51
59,59,51,47
59,51,47,54
51,47,54,55
47,54,55,56
54,55,56,49
55,56,49,42
56,49,42,45
49,42,45,40
42,45,40,45
45,40,45,42
40,45,42,27
45,42,27,21
42,27,21,21
27,21,21,19
21,21,19,18
21,19,18,15
19,18,15,15
18,15,15,22
15,15,22,23
15,22,23,27
22,23,27,30
23,27,30,21
27,30,21,22
30,21,22,34
21,22,34,33
22,34,33,29
34,33,29,24
33,29,24,19
29,24,19,20
24,19,20,21
19,20,21,19
20,21,19,19
21,19,19,28
19,19,28,31
19,28,31,36
28,31,36,56
31,36,56,56
36,56,56,35
56,56,35,31
56,35,31,42
35,31,42,44
31,42,44,35
42,44,35,33
44,35,33,36
35,33,36,24
33,36,24,19
36,24,19,27
24,19,27,26
19,27,26,22
27,26,22,20
26,22,20,17
22,20,17,19
20,17,19,24
17,19,24,21
19,24,21,24
24,21,24,24
21,24,24,16
24,24,16,13
24,16,13,12
16,13,12,12
13,12,12,11
11,21,30,25
21,30,25,20
30,25,20,22
25,20,22,27
20,22,27,25
22,27,25,21
27,25,21,19
25,21,19,16
21,19,16,19
19,16,19,24
16,19,24,18
19,24,18,15
24,18,15,16
18,15,16,11
15,16,11,13
16,11,13,12
11,13,12,11
13,12,11,18
12,11,18,20
11,18,20,19
18,20,19,16
20,19,16,8
19,16,8,8
16,8,8,10
8,8,10,15
8,10,15,18
10,15,18,17
15,18,17,22
18,17,22,22
17,22,22,15
22,22,15,11
22,15,11,13
15,11,13,16
11,13,16,13
13,16,13,11
16,13,11,11
13,11,11,10
11,11,10,8
11,10,8,10
10,8,10,11
8,10,11,10
10,11,10,10
11,10,10,10
10,10,10,7
10,10,7,7
10,7,7,13
7,7,13,17
7,13,17,16
13,17,16,13
17,16,13,14
16,13,14,11
13,14,11,8
14,11,8,13
11,8,13,14
8,13,14,12
13,14,12,13
14,12,13,13
12,13,13,13
13,13,13,22
13,13,22,22
13,22,22,12
22,22,12,8
22,12,8,8
12,8,8,3
8,8,3,3
8,3,3,4
3,3,4,6
3,4,6,11
4,6,11,16
6,11,16,17
11,16,17,15
16,17,15,14
17,15,14,13
15,14,13,12
14,13,12,12
13,12,12,20
12,12,20,27
12,20,27,31
20,27,31,33
27,31,33,30
31,33,30,28
33,30,28,30
30,28,30,30
28,30,30,34
30,30,34,37
30,34,37,38
34,37,38,42
37,38,42,44
38,42,44,50
42,44,50,53
44,50,53,53
50,53,53,52
53,53,52,51
53,52,51,56
52,51,56,61
51,56,61,58
56,61,58,60
61,58,60,62
58,60,62,61
60,62,61,59
62,61,59,50
61,59,50,45
59,50,45,48
50,45,48,53
45,48,53,49
48,53,49,48
53,49,48,67
49,48,67,80
48,67,80,73
67,80,73,57
80,73,57,52
73,57,52,51
57,52,51,51
52,51,51,51
51,51,51,40
51,51,40,36
51,40,36,50
40,36,50,59
36,50,59,53
50,59,53,43
59,53,43,36
53,43,36,36
43,36,36,37
36,36,37,36
36,37,36,40
37,36,40,36
36,40,36,24
40,36,24,23
36,24,23,27
24,23,27,23
23,27,23,14
27,23,14,13
23,14,13,14
14,13,14,13
13,14,13,14
14,13,14,15
13,14,15,12
14,15,12,12
15,12,12,14
12,12,14,19
12,14,19,27
14,19,27,31
19,27,31,33
27,31,33,32
31,33,32,32
33,32,32,31
32,32,31,29
32,31,29,28
31,29,28,27
29,28,27,33
28,27,33,40
27,33,40,39
33,40,39,34
40,39,34,35
39,34,35,39
34,35,39,38
35,39,38,43
39,38,43,46
38,43,46,54
43,46,54,63
46,54,63,63
54,63,63,63
63,63,63,80
63,63,80,98
104,111,122,122
111,122,122,115
122,122,115,114
122,115,114,112
115,114,112,95
114,112,95,79
112,95,79,77
95,79,77,80
79,77,80,81
77,80,81,76
80,81,76,69
81,76,69,61
76,69,61,57
69,61,57,53
61,57,53,53
57,53,53,53
53,53,53,50
53,53,50,47
53,50,47,47
50,47,47,62
47,47,62,70
47,62,70,64
62,70,64,62
70,64,62,59
64,62,59,63
62,59,63,69
59,63,69,66
63,69,66,60
69,66,60,55
66,60,55,50
60,55,50,45
55,50,45,42
50,45,42,40
45,42,40,40
42,40,40,40
40,40,40,40
40,40,40,35
40,40,35,32
40,35,32,32
35,32,32,33
32,32,33,31
32,33,31,34
33,31,34,40
31,34,40,36
34,40,36,35
40,36,35,37
36,35,37,37
35,37,37,42
37,37,42,48
37,42,48,50
42,48,50,49
48,50,49,46
50,49,46,45
49,46,45,44
46,45,44,40
45,44,40,37
44,40,37,33
40,37,33,35
37,33,35,39
33,35,39,38
35,39,38,34
39,38,34,32
38,34,32,36
34,32,36,34
32,36,34,32
36,34,32,34
34,32,34,41
32,34,41,44
34,41,44,42
41,44,42,39
44,42,39,37
42,39,37,41
39,37,41,47
37,41,47,49
41,47,49,49
47,49,49,48
49,49,48,53
49,48,53,57
48,53,57,52
53,57,52,50
57,52,50,51
52,50,51,55
50,51,55,57
51,55,57,53
55,57,53,49
57,53,49,42
53,49,42,45
49,42,45,49
42,45,49,46
45,49,46,30
49,46,30,10
46,30,10,13
30,10,13,22
10,13,22,29
13,22,29,35
22,29,35,26
29,35,26,20
35,26,20,28
26,20,28,35
20,28,35,34
28,35,34,26
35,34,26,19
34,26,19,14
26,19,14,17
19,14,17,25
14,17,25,32
17,25,32,56
25,32,56,88
32,56,88,99
56,88,99,91
88,99,91,76
99,91,76,67
91,76,67,60
76,67,60,52
67,60,52,52
60,52,52,49
52,52,49,49
52,49,49,56
49,49,56,53
49,56,53,51
56,53,51,45
53,51,45,36
51,45,36,40
45,36,40,44
36,40,44,40
40,44,40,36
44,40,36,35
40,36,35,39
36,35,39,37
35,39,37,39
39,37,39,38
37,39,38,34
39,38,34,30
38,34,30,27
34,30,27,29
30,27,29,42
27,29,42,42
29,42,42,38
42,42,38,45
42,38,45,47
51,51,49,45
51,49,45,40
49,45,40,38
45,40,38,36
40,38,36,34
38,36,34,34
36,34,34,46
34,34,46,37
34,46,37,20
46,37,20,21
37,20,21,21
20,21,21,21
21,21,21,16
21,21,16,12
21,16,12,14
16,12,14,27
12,14,27,37
14,27,37,38
27,37,38,34
37,38,34,28
38,34,28,30
34,28,30,39
28,30,39,42
30,39,42,39
39,42,39,38
42,39,38,39
39,38,39,38
38,39,38,37
39,38,37,36
38,37,36,32
37,36,32,27
36,32,27,24
32,27,24,23
27,24,23,22
24,23,22,22
23,22,22,20
22,22,20,19
22,20,19,15
20,19,15,11
19,15,11,15
15,11,15,17
11,15,17,21
15,17,21,23
17,21,23,21
21,23,21,18
23,21,18,13
21,18,13,11
18,13,11,10
13,11,10,8
11,10,8,8
10,8,8,11
8,8,11,16
8,11,16,25
11,16,25,33
16,25,33,29
25,33,29,26
33,29,26,23
29,26,23,11
26,23,11,5
23,11,5,11
11,5,11,12
5,11,12,6
11,12,6,7
12,6,7,3
6,7,3,2
7,3,2,7
3,2,7,8
2,7,8,6
7,8,6,7
8,6,7,12
6,7,12,14
7,12,14,10
12,14,10,9
14,10,9,8
10,9,8,9
9,8,9,11
8,9,11,13
9,11,13,15
11,13,15,13
12,10,8,14
10,8,14,14
8,14,14,15
14,14,15,29
14,15,29,30
15,29,30,18
29,30,18,18
30,18,18,29
18,18,29,37
18,29,37,34
29,37,34,27
37,34,27,29
34,27,29,29
27,29,29,21
29,29,21,15
29,21,15,17
21,15,17,24
15,17,24,26
17,24,26,27
24,26,27,29
26,27,29,29
27,29,29,30
29,29,30,30
29,30,30,27
30,30,27,26
30,27,26,26
27,26,26,25
26,26,25,26
26,25,26,29
25,26,29,31
26,29,31,36
29,31,36,45
31,36,45,54
36,45,54,61
45,54,61,62
54,61,62,57
61,62,57,51
62,57,51,50
57,51,50,50
51,50,50,48
50,50,48,45
50,48,45,43
48,45,43,31
45,43,31,24
43,31,24,30
31,24,30,33
24,30,33,24
30,33,24,19
33,24,19,17
24,19,17,13
19,17,13,12
17,13,12,11
13,12,11,12
12,11,12,7
11,12,7,8
12,7,8,16
7,8,16,16
8,16,16,15
16,16,15,18
16,15,18,22
43,43,45,47
43,45,47,47
45,47,47,48
47,47,48,46
47,48,46,45
48,46,45,43
46,45,43,42
45,43,42,41
43,42,41,40
42,41,40,42
41,40,42,45
40,42,45,45
42,45,45,42
45,45,42,42
45,42,42,46
42,42,46,46
42,46,46,51
46,46,51,52
46,51,52,41
51,52,41,39
52,41,39,50
41,39,50,48
39,50,48,43
50,48,43,50
48,43,50,48
43,50,48,33
50,48,33,22
48,33,22,24
33,22,24,28
22,24,28,25
24,28,25,31
28,25,31,33
25,31,33,23
31,33,23,22
33,23,22,23
23,22,23,19
22,23,19,19
23,19,19,19
19,19,19,18
19,19,18,18
19,18,18,24
18,18,24,27
18,24,27,30
24,27,30,34
27,30,34,35
30,34,35,37
34,35,37,41
35,37,41,39
37,41,39,38
41,39,38,38
39,38,38,34
38,38,34,27
38,34,27,21
34,27,21,21
27,21,21,22
21,21,22,20
21,22,20,16
22,20,16,18
20,16,18,18
16,18,18,20
18,18,20,20
18,20,20,18
20,20,18,16
20,18,16,15
18,16,15,15
